latitude,longitude,private_latitude,private_longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
49.3931977976,-123.3592328575,,,Douglas' Squirrel,Tamiasciurus douglasii,Douglas' Squirrel,Mammalia,46259
49.3913273807,-123.3562085921,,,Meadowhawks,Sympetrum vicinum,Autumn Meadowhawk,Insecta,68139
49.3913273807,-123.3562085921,,,flat-topped goldenrod,Euthamia graminifolia,flat-topped goldenrod,Plantae,130989
49.3913273807,-123.3562085921,,,Northwestern Salamander,Ambystoma gracile,Northwestern Salamander,Amphibia,26747
49.3913273807,-123.3562085921,,,Northern Red-legged Frog,Rana aurora,Northern Red-legged Frog,Amphibia,25545
49.3913273807,-123.3562085921,,,Northern Red-legged Frog,Rana aurora,Northern Red-legged Frog,Amphibia,25545
49.3913273807,-123.3562085921,,,Northern Pacific Tree Frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259
49.3780930023,-123.325289262,,,Pacific madrone,Arbutus menziesii,Arbutus,Plantae,51046
49.3780930023,-123.325289262,,,Madrone Skin Miner,Marmara arbutiella,Madrone Skin Miner,Insecta,177160
49.3968916667,-123.3607694444,,,October Thorn,Tetracis jubararia,October Thorn,Insecta,232399
49.3702583333,-123.363205,,,"",Fungi,Fungi Including Lichens,Fungi,47170
49.3882575047,-123.3534476463,,,artist's bracket,Ganoderma applanatum,artist's bracket,Fungi,48473
49.3883352745,-123.3533090949,,,Cutleaf Blackberry,Rubus laciniatus,Cutleaf Blackberry,Plantae,78891
49.3890227171,-123.3527751491,,,salal,Gaultheria shallon,salal,Plantae,48441
49.3892220465,-123.3524119327,,,Northern Pacific Tree Frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259
49.3892690098,-123.3526230877,,,trailing blackberry,Rubus ursinus,trailing blackberry,Plantae,53445
49.3750897567,-123.3689251542,,,Cascade Oregon-grape,Berberis nervosa,Cascade Oregon-grape,Plantae,75756
49.3900002029,-123.3522180095,,,Red Huckleberry,Vaccinium parvifolium,Red Huckleberry,Plantae,48354
49.392342447,-123.3508108556,,,western sword fern,Polystichum munitum,western sword fern,Plantae,47751
49.3923717001,-123.3507816191,,,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675
49.3933576103,-123.3503320813,,,Agaricomycetes,Agaricomycetes,"mushrooms, bracket fungi, puffballs, and allies",Fungi,50814
49.3940183717,-123.3502281457,,,Diurnal Fireflies,Photinus,Rover Fireflies,Insecta,47730
49.3944347633,-123.3495338028,,,deer fern,Struthiopteris spicant,deer fern,Plantae,774894
49.394803057,-123.349398179,,,spreading wood fern,Dryopteris expansa,spreading wood fern,Plantae,64055
49.3952509503,-123.3514059553,,,Western Carpenter Ant,Camponotus modoc,Western Black Carpenter Ant,Insecta,68954
49.3963722073,-123.3506750688,,,Cat's Tail Moss,Pseudisothecium stoloniferum,Cat's Tail Moss,Plantae,1262643
49.3965415343,-123.3507779986,,,western maidenhair fern,Adiantum aleuticum,western maidenhair fern,Plantae,52667
49.396529533,-123.3507065848,,,Pacific Banana Slug,Ariolimax columbianus,Pacific Banana Slug,Mollusca,47776
49.3965690701,-123.3507842051,,,spreading wood fern,Dryopteris expansa,spreading wood fern,Plantae,64055
49.3976229435,-123.3523611724,,,Agaricomycetes,Agaricomycetes,"mushrooms, bracket fungi, puffballs, and allies",Fungi,50814
49.3984920249,-123.3530974388,,,Braun's Giant Horsetail,Equisetum telmateia braunii,Braun's Giant Horsetail,Plantae,57032
49.3976926171,-123.3525139487,,,western skunk cabbage,Lysichiton americanus,western skunk cabbage,Plantae,48537
49.3984457674,-123.3530719578,,,Salmonberry,Rubus spectabilis,Salmonberry,Plantae,47543
49.3986570443,-123.3532190384,,,Slender Path Rush,Juncus tenuis,Slender Path Rush,Plantae,69930
49.3990689311,-123.3550467342,,,broadleaf cattail,Typha latifolia,broadleaf cattail,Plantae,48685
49.3991159893,-123.3550795736,,,bog myrtle,Myrica gale,sweet gale,Plantae,82203
49.3990167362,-123.3556490918,,,Oakmoss,Evernia prunastri,Oakmoss,Fungi,123175
49.3991673726,-123.3556579461,,,Agaricomycetes,Agaricomycetes,"mushrooms, bracket fungi, puffballs, and allies",Fungi,50814
49.3990388204,-123.3556187153,,,Crome Sphagnum,Sphagnum squarrosum,Crome Sphagnum,Plantae,132807
49.3989753966,-123.3555923345,,,Agaricomycetes,Agaricomycetes,"mushrooms, bracket fungi, puffballs, and allies",Fungi,50814
49.3988675384,-123.3553806692,,,Waved Silk-moss,Plagiothecium undulatum,Waved Silk-moss,Plantae,123586
49.397839397,-123.3560827374,,,Agaricomycetes,Agaricomycetes,"mushrooms, bracket fungi, puffballs, and allies",Fungi,50814
49.3974438013,-123.3558906242,,,European holly,Ilex aquifolium,European holly,Plantae,53856
49.3969041887,-123.3563455939,,,salal,Gaultheria shallon,salal,Plantae,48441
49.3961064327,-123.3594230935,,,turkey-tail,Trametes versicolor,turkey-tail,Fungi,54134
49.3960798115,-123.3594411984,,,Northern Red Belt,Fomitopsis mounceae,Northern Red Belt,Fungi,877361
49.396101039,-123.3594636682,,,Northern Red Belt,Fomitopsis mounceae,Northern Red Belt,Fungi,877361
49.3960779601,-123.359520908,,,Cutleaf Blackberry,Rubus laciniatus,Cutleaf Blackberry,Plantae,78891
49.396051719,-123.3595772776,,,western hemlock,Tsuga heterophylla,western hemlock,Plantae,48254
49.3944257786,-123.3596990258,,,bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
49.3930793808,-123.3578801528,,,Agaricomycetes,Agaricomycetes,"mushrooms, bracket fungi, puffballs, and allies",Fungi,50814
49.3921056744,-123.3581768721,,,Scalycaps,Pholiota,Scalycaps,Fungi,64076
49.3891134062,-123.3568115111,,,Spurge-laurel,Daphne laureola,Spurge-laurel,Plantae,127391
49.3884694894,-123.3561038598,,,shelf fungi,Polyporales,shelf fungi,Fungi,47380
49.3885120346,-123.3561978136,,,flowering plants,Angiospermae,flowering plants,Plantae,47125
49.3880960788,-123.3547463268,,,wavy bittercress,Cardamine flexuosa,wavy bittercress,Plantae,69636
49.3878341878,-123.3546014875,,,western redcedar,Thuja plicata,western redcedar,Plantae,48252
49.401219178,-123.3659857884,,,herb Robert,Geranium robertianum,Herb Robert,Plantae,55925
49.3810176105,-123.3475701605,,,Clematis,Clematis,,Plantae,1398783
49.3511684172,-123.4168790822,,,Cascade Oregon-grape,Berberis nervosa,Cascade Oregon-grape,Plantae,75756
49.3513526,-123.4164418,,,Cotoneasters,Cotoneaster,Cotoneasters,Plantae,53376
49.3968611111,-123.3607583333,,,Halesochila taylori,Halesochila taylori,,Insecta,220866
49.3968583333,-123.3607611111,,,Common Crane Flies,Tipula,Common Crane Flies,Insecta,60393
49.3842733831,-123.3471517202,,,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675
49.3689173138,-123.3735032391,,,Isabella Tiger Moth,Pyrrharctia isabella,Isabella Tiger Moth,Insecta,59675
49.3689173138,-123.3735032391,,,Blue-eyed Darner,Rhionaeschna multicolor,Blue-eyed Darner,Insecta,67737
49.3773052306,-123.3349335194,,,Tree Lungwort,Lobaria pulmonaria,Tree Lungwort,Fungi,48711
49.3807193839,-123.3347605169,,,Барвинок малый,Vinca minor,lesser periwinkle,Plantae,55844
49.3823568535,-123.3380110189,,,common Douglas-fir,Pseudotsuga menziesii,Douglas-fir,Plantae,48256
49.3833375193,-123.3395449072,,,grand fir,Abies grandis,grand fir,Plantae,63690
49.3857765487,-123.3416521177,,,Fluffy Dust Lichen,Lepraria finkii,Fluffy Dust Lichen,Fungi,463344
49.3866632996,-123.3458480984,,,Three-way Sedge,Dulichium arundinaceum,Three-way Sedge,Plantae,76745
49.3861296796,-123.3463020623,,,Common Privet,Ligustrum vulgare,Common Privet,Plantae,119805
49.3642216,-123.4002663219,,,maidenhair spleenwort,Asplenium trichomanes,maidenhair spleenwort,Plantae,75609
49.3876914566,-123.3486292139,,,fragrant bedstraw,Galium triflorum,fragrant bedstraw,Plantae,53065
49.3911079436,-123.3565253019,,,Northern Pacific Tree Frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259
49.3916744616,-123.3571797609,,,western yellow pond-lily,Nuphar polysepala,western yellow pond-lily,Plantae,78234
49.3908318837,-123.3566731587,,,Pacific Banana Slug,Ariolimax columbianus,Pacific Banana Slug,Mollusca,47776
49.3873069096,-123.3467855304,,,"plums, cherries, and allies",Prunus,"plums, cherries, and allies",Plantae,47351
49.3864786612,-123.3417832106,,,western maidenhair fern,Adiantum aleuticum,western maidenhair fern,Plantae,52667
49.3858444251,-123.3414103836,,,fan moss,Rhizomnium glabrescens,rhizomnium moss,Plantae,85421
49.3828143399,-123.3345191181,,,reed canary grass,Phalaris arundinacea,reed canary grass,Plantae,63337
49.38274738,-123.33453472,,,slough sedge,Carex obnupta,slough sedge,Plantae,61000
49.3825585322,-123.3342830837,,,Purple Toadflax,Linaria purpurea,Purple Toadflax,Plantae,77778
49.3795450519,-123.3367560804,,,orchard grass,Dactylis glomerata,orchard grass,Plantae,52720
49.3798355816,-123.3316055685,,,Butterfly bush,Buddleja davidii,Butterfly bush,Plantae,75916
49.3656628859,-123.4108241928,,,Red- breasted nuthatch,Sitta canadensis,Red-breasted Nuthatch,Aves,14823
49.3656972517,-123.4107985442,,,"",Dryobates villosus,Hairy Woodpecker,Aves,792990
49.3660597271,-123.4108352569,,,"",Troglodytes pacificus,Pacific Wren,Aves,144882
49.391355,-123.3568466667,,,Helicinan Snails and Slugs,Helicina,,Mollusca,781349
49.391175,-123.35688,,,Northern Pacific Tree Frog,Pseudacris regilla,Pacific chorus frog,Amphibia,24259
49.3823149461,-123.3342757076,,,Yellow Shore Crab,Hemigrapsus oregonensis,Yellow Shore Crab,Animalia,69170
49.3850936327,-123.34720999,,,Pacific Wren,Troglodytes pacificus,Pacific Wren,Aves,144882
49.3808361111,-123.3354555556,,,Cascade Oregon-grape,Berberis nervosa,Cascade Oregon-grape,Plantae,75756
49.3808361111,-123.3354555556,,,European holly,Ilex aquifolium,European holly,Plantae,53856
49.3817694444,-123.3369611111,,,western sword fern,Polystichum munitum,western sword fern,Plantae,47751
49.3653274379,-123.4188070951,,,Life,Life,life,,48460
49.3351848074,-123.3758646467,,,western redcedar,Thuja plicata,western redcedar,Plantae,48252
49.3518616667,-123.41887,,,bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
49.3867083333,-123.3458716667,,,Autumn Meadowhawk,Sympetrum vicinum,Autumn Meadowhawk,Insecta,68139
49.3882389704,-123.3555565468,,,Red-breasted Sapsucker,Sphyrapicus ruber,Red-breasted Sapsucker,Aves,18464
49.3793178161,-123.3343809803,,,Snow Goose,Anser caerulescens,Snow Goose,Aves,558426
49.3793176395,-123.3343887814,,,Greater White-fronted Goose,Anser albifrons,Greater White-fronted Goose,Aves,7019
49.3934833333,-123.35903,,,deer fern,Struthiopteris spicant,deer fern,Plantae,774894
49.3968694444,-123.3607611111,,,Western Conifer Seed Bug,Leptoglossus occidentalis,Western Conifer Seed Bug,Insecta,67771
49.3819438656,-123.335599642,,,American Dipper,Cinclus mexicanus,American Dipper,Aves,7643
49.3928632073,-123.3569579116,,,Hooded Merganser,Lophodytes cucullatus,Hooded Merganser,Aves,7109
49.3936095592,-123.356977301,,,American Coot,Fulica americana,American Coot,Aves,473
49.3362783333,-123.35575,,,Pacific madrone,Arbutus menziesii,Arbutus,Plantae,51046
49.3861638889,-123.3545916667,,,Autumnal Moth,Epirrita autumnata,Autumnal Moth,Insecta,173571
49.3860866667,-123.3480833333,,,Sitka willow,Salix sitchensis,Sitka willow,Plantae,61100
49.382363935,-123.3351199937,,,Redhead,Aythya americana,Redhead,Aves,7056
49.382123244,-123.3353399704,,,Hooded Merganser,Lophodytes cucullatus,Hooded Merganser,Aves,7109
49.377675,-123.325805,,,Pacific madrone,Arbutus menziesii,Arbutus,Plantae,51046
49.39647,-123.3506866667,,,western maidenhair fern,Adiantum aleuticum,western maidenhair fern,Plantae,52667
49.39918,-123.3534866667,,,western redcedar,Thuja plicata,western redcedar,Plantae,48252
49.381775,-123.3344283333,,,Mute Swan,Cygnus olor,Mute Swan,Aves,6921
49.395145,-123.3509966667,,,Varied Rag Lichen,Platismatia glauca,Varied Rag Lichen,Fungi,117874
49.3935292159,-123.3528508405,,,Turkey Vulture,Cathartes aura,Turkey Vulture,Aves,4756
49.3909634106,-123.3562279009,,,Pileated Woodpecker,Dryocopus pileatus,Pileated Woodpecker,Aves,17855
49.4024591344,-123.359526723,,,Northern Flicker,Colaptes auratus,Northern Flicker,Aves,18236
49.3649606394,-123.4237626425,,,Turkey Vulture,Cathartes aura,Turkey Vulture,Aves,4756
49.3404108892,-123.4309275119,,,White-crowned Sparrow,Zonotrichia leucophrys,White-crowned Sparrow,Aves,9176
49.3409125377,-123.4328413396,,,Black Oystercatcher,Haematopus bachmani,Black Oystercatcher,Aves,4838
49.3405739241,-123.4317519597,,,Pacific madrone,Arbutus menziesii,Arbutus,Plantae,51046
49.3406571641,-123.4326657921,,,Rhinoceros Auklet,Cerorhinca monocerata,Rhinoceros Auklet,Aves,4553
49.3409904583,-123.431124134,,,Shore Pine,Pinus contorta contorta,Shore Pine,Plantae,80130
49.3506640293,-123.39974273,,,Fir-Cone Mushroom,Strobilurus trullisatus,Fir-Cone Mushroom,Fungi,118192
49.3968805556,-123.3607833333,,,Canadian Agonopterix Moth,Agonopterix canadensis,Canadian Agonopterix Moth,Insecta,212738
49.3415611111,-123.4313055556,,,lodgepole pine,Pinus contorta,lodgepole pine,Plantae,48934
49.3416583333,-123.4312361111,,,Black Oystercatcher,Haematopus bachmani,Black Oystercatcher,Aves,4838
49.3390527778,-123.4313972222,,,Humpback Whale,Megaptera novaeangliae,Humpback Whale,Mammalia,41566
49.3810200149,-123.3306505472,,,Clinopodium,Clinopodium,Calamints,Plantae,53204
49.349459275,-123.3949278295,,,bracket polypores,Fomitopsidaceae,bracket polypores,Fungi,55974
49.3967678838,-123.3607949572,,,Vespula alascensis,Vespula alascensis,American Yellowjacket,Insecta,332394
49.3551330566,-123.4196548462,,,Large White-headed Gulls,Larus,Large White-headed Gulls,Aves,4343
49.3811469822,-123.3344021067,,,Candy Flower,Claytonia sibirica,Candy Flower,Plantae,55767
49.3644685,-123.4235914,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
49.3366366667,-123.4079216667,,,Coyote,Canis latrans,Coyote,Mammalia,42051
49.3398216667,-123.4323416667,,,Moonglow Anemone,Anthopleura artemisia,Moonglow Anemone,Animalia,51658
49.3487633333,-123.39402,,,"",Canis latrans,Coyote,Mammalia,42051
49.3845116667,-123.3268666667,,,salal,Gaultheria shallon,salal,Plantae,48441
49.3901333333,-123.3665,,,nipplewort,Lapsana communis,nipplewort,Plantae,55981
49.381645,-123.3346116667,,,American Dipper,Cinclus mexicanus,American Dipper,Aves,7643
49.3667572,-123.4286287997,,,Hairy Woodpecker,Dryobates villosus,Hairy Woodpecker,Aves,792990
49.3579783333,-123.398605,,,Columbian Black-tailed Deer,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,42221
49.3670026419,-123.4294703764,,,Brown Marmorated Stink Bug,Halyomorpha halys,Brown Marmorated Stink Bug,Insecta,81923
49.3862317617,-123.3321844523,,,Mute Swan,Cygnus olor,Mute Swan,Aves,6921
49.3969583333,-123.3606638889,,,Morning-glory Plume Moth,Emmelina monodactyla,Morning-glory Plume Moth,Insecta,127431
49.3644987997,-123.4253249,,,Bufflehead,Bucephala albeola,Bufflehead,Aves,6993
49.3968722222,-123.3603416667,,,False Widow Spiders,Steatoda,False Widow Spiders,Arachnida,61998
49.3968444444,-123.3606527778,,,Glyphopsyche irrorata,Glyphopsyche irrorata,Irrorate Northern Caddisfly,Insecta,220447
49.3968277778,-123.3607638889,,,Phalangioidea,Phalangioidea,,Arachnida,61350
49.3790925997,-123.3330492997,,,Mute Swan,Cygnus olor,Mute Swan,Aves,6921
49.3790758997,-123.3326863,,,Glaucous-winged Gull,Larus glaucescens,Glaucous-winged Gull,Aves,4399
49.3942606997,-123.3498431997,,,western sword fern,Polystichum munitum,western sword fern,Plantae,47751
49.3942606997,-123.3498431997,,,Catherine's moss,Atrichum undulatum,Catherine's moss,Plantae,124155
49.3942606997,-123.3498431997,,,western maidenhair fern,Adiantum aleuticum,western maidenhair fern,Plantae,52667
49.3787970009,-123.3341841772,,,Glaucous-winged Gull,Larus glaucescens,Glaucous-winged Gull,Aves,4399
49.3787970009,-123.3341841772,,,Greater White-fronted Goose,Anser albifrons,Greater White-fronted Goose,Aves,7019
49.3787970009,-123.3341841772,,,Snow Goose,Anser caerulescens,Snow Goose,Aves,558426
49.3968138889,-123.3606,,,Operophtera,Operophtera,,Insecta,60781
49.3436034931,-123.3594671956,,,gorse,Ulex europaeus,gorse,Plantae,51751
49.3434344827,-123.3592609413,,,gorse,Ulex europaeus,gorse,Plantae,51751
49.3781283333,-123.3243116667,,,Scouler's willow,Salix scouleriana,Scouler's willow,Plantae,71076
49.396875,-123.3609944444,,,Cross Orbweaver,Araneus diadematus,Cross Orbweaver,Arachnida,52628
49.3966833333,-123.3611388889,,,Operophtera,Operophtera brumata,Winter Moth,Insecta,60780
49.3966833333,-123.3611388889,,,California Cloverworm Moth,Hypena californica,California Cloverworm Moth,Insecta,221966
49.3966527778,-123.3613388889,,,Autumnal Moth,Epirrita autumnata,Autumnal Moth,Insecta,173571
49.3444883333,-123.356255,,,Humpback Whale,Megaptera novaeangliae,Humpback Whale,Mammalia,41566
49.3439356541,-123.3559834965,,,California Sea Lion,Zalophus californianus,California Sea Lion,Mammalia,41740
49.3705966667,-123.3675383333,,,spreading wood fern,Dryopteris expansa,spreading wood fern,Plantae,64055
49.3615716667,-123.407555,,,deer fern,Struthiopteris spicant,deer fern,Plantae,774894
49.361575,-123.4075383333,,,"",Tracheophyta,vascular plants,Plantae,211194
49.3616,-123.40753,,,trailing blackberry,Rubus ursinus,trailing blackberry,Plantae,53445
49.3610083333,-123.4178,,,grand fir,Abies grandis,grand fir,Plantae,63690
49.3597533333,-123.427825,,,Black Turnstone,Arenaria melanocephala,Black Turnstone,Aves,3941
49.3414333333,-123.4324333333,,,Double-crested Cormorant,Nannopterum auritum,Double-crested Cormorant,Aves,1454382
49.3414333333,-123.4324333333,,,Pelagic Cormorant,Urile pelagicus,Pelagic Cormorant,Aves,1289605
49.3400633333,-123.433205,,,Surfbird,Calidris virgata,Surfbird,Aves,339592
49.3348883333,-123.3731533333,,,Marbled Murrelet,Brachyramphus marmoratus,Marbled Murrelet,Aves,4531
49.3435533333,-123.3545,,,California Sea Lion,Zalophus californianus,California Sea Lion,Mammalia,41740
49.3480333333,-123.3438633333,,,North American River Otter,Lontra canadensis,North American River Otter,Mammalia,41777
49.3612633333,-123.41655,,,western redcedar,Thuja plicata,western redcedar,Plantae,48252
49.335145,-123.41603,,,Seaside Juniper,Juniperus maritima,Seaside Juniper,Plantae,164313
49.3351533333,-123.416,,,"",Juniperus,junipers,Plantae,47574
49.3353833333,-123.4146883333,,,Pacific madrone,Arbutus menziesii,Arbutus,Plantae,51046
49.3345833333,-123.40445,,,"",Juniperus,junipers,Plantae,47574
49.334725,-123.4024883333,,,"",Juniperus,junipers,Plantae,47574
49.3347666667,-123.4012083333,,,Seaside Juniper,Juniperus maritima,Seaside Juniper,Plantae,164313
49.3819202,-123.3347710997,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930
49.3966916587,-123.360670656,,,Common Green Lacewings,Chrysoperla,Common Green Lacewings,Insecta,59441
49.3972333333,-123.3600861111,,,Speckled Tar Spot,Rhytisma punctatum,Speckled Tar Spot,Fungi,333838
49.3792027778,-123.3339611111,,,Petty Spurge,Euphorbia peplus,Petty Spurge,Plantae,57036
49.3412780762,-123.3604202271,,,gorse,Ulex europaeus,gorse,Plantae,51751
49.4015992524,-123.379586935,,,Brefeldia maxima,Brefeldia maxima,Tapioca Slime Mold,Protozoa,244531
49.3879083333,-123.3680283333,,,Westamerikanischer Schwertfarn,Polystichum munitum,western sword fern,Plantae,47751
49.4019472222,-123.3650777778,,,Common Script Lichen,Graphis scripta,Common Script Lichen,Fungi,117987
49.4014916667,-123.3599472222,,,crevice alumroot,Heuchera micrantha,crevice alumroot,Plantae,51274
49.4014611111,-123.3599111111,,,maidenhair spleenwort,Asplenium trichomanes,maidenhair spleenwort,Plantae,75609
49.4014555556,-123.3598333333,,,fringe cups,Tellima grandiflora,fringe cups,Plantae,51655
49.3999777778,-123.360175,,,Oregon Beaked Moss,Kindbergia oregana,Oregon Beaked Moss,Plantae,120909
49.3999805556,-123.3601805556,,,mosses,Bryophyta,mosses,Plantae,311249
49.3904848217,-123.3685553576,,,red-berried elder,Sambucus racemosa,red-berried elder,Plantae,57824
49.3903688984,-123.3689201381,,,bigleaf maple,Acer macrophyllum,bigleaf maple,Plantae,48227
49.3900410103,-123.3739045119,,,Devil's Club,Oplopanax horridus,Devil's Club,Plantae,83914
49.3917489116,-123.3558832573,,,Watershield,Brasenia schreberi,Watershield,Plantae,75867
49.3914992259,-123.3561144392,,,western yellow pond-lily,Nuphar polysepala,western yellow pond-lily,Plantae,78234
49.3916668239,-123.3574018995,,,Rose Spirea,Spiraea douglasii,Rose Spirea,Plantae,62493
49.3887757829,-123.3733466288,,,Cascade Oregon-grape,Berberis nervosa,Cascade Oregon-grape,Plantae,75756
49.3916668239,-123.3766279737,,,Pacific coralroot,Corallorhiza mertensiana,Pacific coralroot,Plantae,49444
49.3915131925,-123.3775721113,,,Fomitopsis mounceae,Fomitopsis mounceae,Northern Red Belt,Fungi,877361
49.3775613704,-123.3928749317,,,salal,Gaultheria shallon,salal,Plantae,48441
49.3761181654,-123.3926464152,,,Pipecleaner Moss,Rhytidiopsis robusta,Pipecleaner Moss,Plantae,124461
49.3854722222,-123.3334972222,,,Rockweed,Fucus distichus,Rockweed,Chromista,69155
49.38485,-123.3333138889,,,Brown Algae,Phaeophyceae,brown algae,Chromista,48220
49.3439305556,-123.4287722222,,,Mosses,Bryophyta,mosses,Plantae,311249
49.3442722222,-123.4290777778,,,Mosses,Bryophyta,mosses,Plantae,311249
49.3449472222,-123.4288333333,,,Forkmosses,Dicranum,Forkmosses,Plantae,123120
49.3449472222,-123.4288638889,,,Forkmosses,Dicranum,Forkmosses,Plantae,123120
49.3449444444,-123.4289694444,,,Mosses,Bryophyta,mosses,Plantae,311249
49.3450472222,-123.4287555556,,,Bryaceae,Bryaceae,,Plantae,67866
49.3453055556,-123.4280694444,,,Cascade Oregon-grape,Berberis nervosa,Cascade Oregon-grape,Plantae,75756
49.3457527778,-123.4284666667,,,juniper haircap moss,Polytrichum juniperinum,juniper haircap moss,Plantae,68286
49.3468166667,-123.4282138889,,,western sword fern,Polystichum munitum,western sword fern,Plantae,47751
49.3475805556,-123.4277888889,,,Oregon Beaked Moss,Kindbergia oregana,Oregon Beaked Moss,Plantae,120909
49.3458222222,-123.4283361111,,,Wallace's spikemoss,Selaginella wallacei,Wallace's spikemoss,Plantae,63875
49.3778805556,-123.334,,,Rockweed,Fucus distichus,Rockweed,Chromista,69155
49.3778888889,-123.334,,,Purple Mahogany Clam,Nuttallia obscurata,Purple Mahogany Clam,Mollusca,430211
49.3790694444,-123.3332527778,,,Pacific Oyster,Magallana gigas,Pacific Oyster,Mollusca,605992
49.3689173138,-123.3735032391,,,Spotted Spreadwing,Lestes congener,Spotted Spreadwing,Insecta,104422
49.4014361111,-123.3796416667,,,Brefeldia maxima,Brefeldia maxima,Tapioca Slime Mold,Protozoa,244531
49.3732388889,-123.3653361111,,,Threespine Stickleback,Gasterosteus aculeatus,Threespine Stickleback,Actinopterygii,48403
49.4017137978,-123.3791732043,,,Brefeldia maxima,Brefeldia maxima,Tapioca Slime Mold,Protozoa,244531
49.3794216667,-123.3337083333,,,Western Rattlesnake Plantain,Goodyera oblongifolia,Western Rattlesnake Plantain,Plantae,50719
49.3815033333,-123.3345633333,,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
49.3779533333,-123.3268883333,,,Wallace's spikemoss,Selaginella wallacei,Wallace's spikemoss,Plantae,63875
49.3803533333,-123.3338,,,Red-breasted Sapsucker,Sphyrapicus ruber,Red-breasted Sapsucker,Aves,18464
49.3807116667,-123.3353716667,,,grand fir,Abies grandis,grand fir,Plantae,63690
49.3806633333,-123.3353883333,,,European holly,Ilex aquifolium,European holly,Plantae,53856
49.39465,-123.3493883333,,,western hemlock,Tsuga heterophylla,western hemlock,Plantae,48254
49.378095,-123.3345633333,,,Mute Swan,Cygnus olor,Mute Swan,Aves,6921
49.3898681655,-123.3539095249,,,Ring-necked Duck,Aythya collaris,Ring-necked Duck,Aves,7044
49.3898681655,-123.3539095249,,,Bufflehead,Bucephala albeola,Bufflehead,Aves,6993
49.3898681655,-123.3539095249,,,Hooded Merganser,Lophodytes cucullatus,Hooded Merganser,Aves,7109
49.3898681655,-123.3539095249,,,Hooded Merganser,Lophodytes cucullatus,Hooded Merganser,Aves,7109
49.3398861111,-123.4319388889,,,Rhinoceros Auklet,Cerorhinca monocerata,Rhinoceros Auklet,Aves,4553
49.3792861111,-123.3378305556,,,Garden soldier fly,Exaireta spinigera,Garden soldier fly,Insecta,408631
49.3907049722,-123.356283,,,Tremellales,Naematelia aurantia,golden ear,Fungi,1109245
49.3750319722,-123.364787,,,purple foxglove,Digitalis purpurea,purple foxglove,Plantae,53983
49.336925,-123.3630305556,,,Abraded Camouflage Lichen,Melanelixia subaurifera,Abraded Camouflage Lichen,Fungi,194686
49.338625,-123.3646694444,,,Insects,Arthropoda,Arthropods,Animalia,47120
49.3385694444,-123.3649138889,,,Aphids,Aphididae,Aphids,Insecta,52381
49.3424638889,-123.358125,,,Xanthorioideae,Xanthorioideae,,Fungi,1232042
49.3424027778,-123.3581055556,,,Wallace's spikemoss,Selaginella wallacei,Wallace's spikemoss,Plantae,63875
49.3424027778,-123.3581055556,,,maidenhair spleenwort,Asplenium trichomanes,maidenhair spleenwort,Plantae,75609
49.3680531997,-123.4291043,,,Franchet's cotoneaster,Cotoneaster franchetii,Franchet's cotoneaster,Plantae,1319212
49.4014472222,-123.3795305556,,,Brefeldia maxima,Brefeldia maxima,Tapioca Slime Mold,Protozoa,244531
49.3875611111,-123.3564611111,,,Scytinotus longinquus,Scytinotus longinquus,Rosy Oysterling,Fungi,498511
49.3877611111,-123.3588805556,,,Late Oyster,Sarcomyxa serotina,Late Oyster,Fungi,63585
49.3878416667,-123.3550666667,,,Wrinkled Crust,Phlebia radiata,Wrinkled Crust,Fungi,155122
49.4016138889,-123.3796777778,,,Brefeldia maxima,Brefeldia maxima,Tapioca Slime Mold,Protozoa,244531
49.3825555556,-123.4071083333,,,Silverleaf Fungus,Chondrostereum purpureum,Silverleaf Fungus,Fungi,118036
49.3821166667,-123.407225,,,Silverleaf Fungus,Chondrostereum purpureum,Silverleaf Fungus,Fungi,118036
49.3828083333,-123.4074361111,,,Scapania,Scapania bolanderi,Yellow-ladle Liverwort,Plantae,123692
49.3820777778,-123.4072916667,,,bitter wart lichen,Lepra amara,bitter wart lichen,Fungi,630835
49.3819361111,-123.4065277778,,,Tree Ruffle Liverwort,Porella navicularis,Tree Ruffle Liverwort,Plantae,55255
49.3821166667,-123.407225,,,mosses,Bryophyta,mosses,Plantae,311249
49.3828944444,-123.4069,,,Forkmosses,Dicranum,Forkmosses,Plantae,123120
49.3827916667,-123.4066861111,,,Fluffy Dust Lichen,Lepraria finkii,Fluffy Dust Lichen,Fungi,463344
49.3818,-123.40375,,,Oregon Beaked Moss,Kindbergia oregana,Oregon Beaked Moss,Plantae,120909
