[2025-06-30 18:30:26.646] [info] This file will contain all warnings and errors of the analysis
[2025-06-30 18:30:26.752] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Accipiter.cooperii_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.819] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Synthliboramphus.antiquus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.819] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Tachycineta.bicolor_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.819] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Taricha.granulosa_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.820] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Thamnophis.elegans_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.820] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Thamnophis.ordinoides_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.820] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Thamnophis.sirtalis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.821] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Thryomanes.bewickii_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.821] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Tringa.incana_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.822] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Tringa.melanoleuca_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.822] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Tringa.solitaria_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.822] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Troglodytes.aedon_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.823] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Troglodytes.pacificus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.823] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Turdus.migratorius_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.824] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Vireo.cassinii_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.824] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Vireo.gilvus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.824] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Vireo.huttoni_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.825] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Vireo.olivaceus_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.825] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Zenaida.macroura_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.826] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Zonotrichia.albicollis_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.826] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Zonotrichia.atricapilla_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.826] [error] All layers should have same size. Layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/sdm/Zonotrichia.leucophrys_NAs_pu_mask.tif is 96*108, layer /home/jay/Programming_Projects/bowen.biodiversity.webapp/inst/extdata/habitats/bowen_human_footprint_inv.tif is 87*98
[2025-06-30 18:30:26.829] [error] Errors while validating project
